participant,trial,expectation,feedback,reference,profile,reset,mean_population,item_number,factor_number
8,75,7,6,6,2,1,6.839793281653747,27,4
8,76,6,7,4,2,1,6.5575,16,4
8,77,7,8,7,2,1,6.9104859335038364,8,4
8,78,6,8,2,2,1,5.723076923076923,58,3
8,79,7,8,7,2,1,6.451776649746193,5,4
8,80,7,6,7,2,1,5.394805194805195,67,3
8,81,3,4,6,2,0,6.329177057356609,36,4
8,82,8,6,4,2,1,5.976744186046512,7,3
8,83,4,4,7,2,1,6.369509043927649,22,4
8,84,5,7,7,2,1,7.017721518987342,14,4
8,85,4,4,6,2,0,5.55440414507772,12,3
8,86,8,6,8,2,0,6.554430379746836,50,4
8,87,8,8,8,2,0,6.401496259351621,41,4
8,88,6,8,7,2,1,6.111392405063291,49,4
8,89,5,8,7,2,1,6.370646766169155,56,4
8,90,7,7,7,2,1,6.916243654822335,24,4
8,91,6,8,4,2,1,5.493573264781491,3,3
8,92,7,8,3,2,1,5.720698254364089,46,3
8,93,8,8,8,2,0,7.175257731958763,53,5
8,94,6,7,7,2,1,6.776623376623377,32,4
8,95,6,8,8,2,1,6.0997506234413965,51,4
8,96,6,8,8,2,1,6.5240506329113925,44,4
8,97,6,3,7,2,1,5.539240506329114,20,3
8,98,7,5,7,2,1,5.285347043701799,23,3
8,99,2,6,7,2,1,5.639896373056994,42,3
8,100,7,8,7,2,1,4.860759493670886,45,2
8,101,8,8,3,2,0,6.0648379052369075,71,4
8,102,5,1,6,2,1,5.414322250639386,18,3
8,103,7,7,3,2,1,5.6640625,47,3
8,104,7,7,NA,2,1,5.959493670886076,4,3
8,105,7,5,3,2,0,5.238341968911917,2,2
8,106,8,6,6,2,1,6.987146529562982,38,4
8,107,6,7,7,2,1,6.01025641025641,43,3.5
8,108,7,3,8,2,1,5.235443037974684,30,3
8,109,5,6,7,2,1,7.037878787878788,54,5
8,110,8,8,7,2,1,6.83080808080808,15,4
8,111,8,8,7,2,0,7.012626262626263,64,4
8,112,7,8,6,2,0,7.159898477157361,40,4
8,113,6,7,7,2,1,5.077720207253886,72,2
8,114,5,3,7,2,0,5.147286821705427,57,2
8,115,8,4,7,2,1,5.280612244897959,70,2.5
8,116,8,8,7,2,1,7.17005076142132,35,4
8,117,3,3,3,2,0,4.245,66,1
8,118,5,7,7,2,1,6.183937823834197,77,4
8,119,3,6,7,2,1,5.297709923664122,65,3
8,120,3,7,7,3,1,6.916243654822335,24,4
8,121,7,7,7,3,0,6.01025641025641,43,3.5
8,122,5,7,7,3,0,7.017721518987342,14,4
8,123,3,5,5,3,1,6.017456359102244,31,3
8,124,7,5,7,3,1,5.639896373056994,42,3
8,125,8,7,7,3,1,5.280612244897959,70,2.5
8,126,4,2,7,3,0,5.297709923664122,65,3
8,127,6,6,3,3,1,5.720698254364089,46,3
8,128,6,7,7,3,0,7.17005076142132,35,4
8,129,7,7,6,3,0,7.159898477157361,40,4
8,130,3,6,6,3,1,5.666666666666667,29,3
8,131,7,7,8,3,1,6.401496259351621,41,4
8,132,5,5,7,3,1,5.3915211970074814,6,3
8,133,4,7,7,3,1,4.860759493670886,45,2
8,134,4,1,3,3,0,5.238341968911917,2,2
8,135,7,8,7,3,1,6.369509043927649,22,4
8,136,4,4,3,3,1,5.6640625,47,3
8,137,6,6,7,3,1,6.370646766169155,56,4
8,138,7,8,8,3,1,6.554430379746836,50,4
8,139,6,6,8,3,1,5.63681592039801,76,3
8,140,8,8,8,3,1,7.175257731958763,53,5
8,141,7,2,7,3,1,5.077720207253886,72,2
8,142,5,6,4,3,1,5.976744186046512,7,3
8,143,6,6,7,3,1,6.111392405063291,49,4
8,144,4,6,8,3,1,6.5240506329113925,44,4
8,145,4,4,5,3,1,5.351706036745407,63,3
8,146,4,7,6,3,1,6.329177057356609,36,4
8,147,6,8,6,3,1,6.839793281653747,27,4
8,148,5,5,7,3,0,5.147286821705427,57,2
8,149,6,6,3,3,1,4.245,66,1
8,150,2,7,3,3,1,6.0648379052369075,71,4
8,151,7,7,3,3,1,4.992307692307692,68,2
8,152,8,7,7,3,1,7.037878787878788,54,5
8,153,3,8,6,3,1,5.414322250639386,18,3
8,154,7,6,NA,3,1,6.596899224806202,73,4
8,155,6,5,6,3,1,5.129675810473816,26,3
8,156,3,6,7,3,1,5.285347043701799,23,3
8,157,7,4,NA,3,0,5.959493670886076,4,3
8,158,7,7,8,3,1,6.0997506234413965,51,4
8,159,8,5,7,3,1,5.394805194805195,67,3
8,160,4,5,8,3,0,5.235443037974684,30,3
8,161,3,7,7,3,1,6.892768079800499,1,4
8,162,5,6,7,3,1,6.83080808080808,15,4
8,163,8,6,4,3,1,6.5575,16,4
8,164,7,7,7,3,1,7.012626262626263,64,4
8,165,6,5,6,3,0,5.55440414507772,12,3
8,166,7,3,7,3,1,5.529262086513995,10,3
8,167,3,2,7,3,0,5.539240506329114,20,3
8,168,5,5,6,3,1,5.948586118251928,13,3
8,169,7,7,7,3,1,6.776623376623377,32,4
8,170,6,7,7,3,0,6.043701799485861,48,4
8,171,7,7,6,3,0,6.987146529562982,38,4
8,172,5,6,7,3,1,6.183937823834197,77,4
8,173,6,4,8,3,1,6.1914357682619645,19,4
8,174,7,7,7,3,1,6.9104859335038364,8,4
8,175,8,3,7,4,1,5.639896373056994,42,3
8,176,2,3,6,4,0,5.666666666666667,29,3
8,177,7,6,7,4,1,7.17005076142132,35,4
8,178,3,3,7,4,1,5.297709923664122,65,3
8,179,6,5,5,4,0,6.017456359102244,31,3
8,180,7,5,7,4,1,6.892768079800499,1,4
8,181,6,4,6,4,1,5.948586118251928,13,3
8,182,5,7,7,4,1,5.147286821705427,57,2
8,183,8,6,8,4,1,7.175257731958763,53,5
8,184,6,5,6,4,1,6.839793281653747,27,4
8,185,5,4,7,4,1,6.451776649746193,5,4
8,186,6,3,3,4,1,4.992307692307692,68,2
8,187,2,3,6,4,1,5.129675810473816,26,3
8,188,4,3,6,4,1,5.55440414507772,12,3
8,189,3,3,7,4,1,5.077720207253886,72,2
8,190,6,6,7,4,1,5.394805194805195,67,3
8,191,5,7,5,4,1,5.351706036745407,63,3
8,192,5,4,4,4,0,5.493573264781491,3,3
8,193,6,5,7,4,1,6.83080808080808,15,4
8,194,6,5,7,4,0,6.916243654822335,24,4
8,195,5,5,7,4,1,6.370646766169155,56,4
8,196,5,6,3,4,1,5.238341968911917,2,2
8,197,3,2,7,4,1,5.529262086513995,10,3
8,198,3,4,8,4,1,6.1914357682619645,19,4
8,199,5,2,7,4,0,5.280612244897959,70,2.5
8,200,4,6,NA,4,1,5.959493670886076,4,3
8,201,6,7,2,4,0,5.723076923076923,58,3
8,202,6,5,7,4,1,7.017721518987342,14,4
8,203,6,2,3,4,0,5.6640625,47,3
8,204,3,4,8,4,1,5.235443037974684,30,3
8,205,4,5,6,4,0,6.329177057356609,36,4
8,206,6,4,NA,4,1,6.596899224806202,73,4
8,207,7,7,8,4,0,6.401496259351621,41,4
8,208,5,6,6,4,0,7.159898477157361,40,4
8,209,5,3,4,4,1,6.083756345177665,79,4
8,210,4,5,6,4,1,5.414322250639386,18,3
8,211,4,5,7,4,0,6.369509043927649,22,4
8,212,3,4,7,4,0,6.043701799485861,48,4
8,213,4,4,4,4,1,5.976744186046512,7,3
8,214,4,5,7,4,1,6.01025641025641,43,3.5
8,215,8,7,8,4,0,6.0997506234413965,51,4
8,216,3,6,7,4,0,6.9104859335038364,8,4
8,217,6,4,7,4,1,5.285347043701799,23,3
8,218,4,3,7,4,1,5.539240506329114,20,3
8,219,6,6,8,4,1,6.5240506329113925,44,4
8,220,5,5,3,4,1,5.720698254364089,46,3
8,221,5,3,7,4,1,6.183937823834197,77,4
8,222,4,5,4,4,1,6.5575,16,4
8,223,5,5,7,4,0,4.860759493670886,45,2
8,224,4,4,7,4,1,6.776623376623377,32,4
8,225,4,4,7,4,1,6.111392405063291,49,4
8,226,2,4,7,4,1,5.3915211970074814,6,3
8,227,5,6,3,4,1,4.245,66,1
8,228,5,6,5,4,1,5.750636132315521,55,3
8,229,6,4,8,4,1,5.63681592039801,76,3
8,230,4,7,6,4,0,6.987146529562982,38,4
8,231,6,7,3,4,1,6.0648379052369075,71,4
9,1,4,2,8,1,1,6.0997506234413965,51,4
9,2,3,8,6,1,1,5.639896373056994,42,3
9,3,7,8,6,1,1,5.235443037974684,30,3
9,4,8,6,8,1,1,5.539240506329114,20,3
9,5,6,8,7,1,1,6.916243654822335,24,4
9,6,7,3,5,1,0,4.245,66,1
9,7,8,6,5,1,1,6.5575,16,4
9,8,7,8,8,1,1,6.776623376623377,32,4
9,9,5,3,8,1,1,6.451776649746193,5,4
9,10,7,8,7,1,1,6.183937823834197,77,4
9,11,3,2,2,1,1,5.285347043701799,23,3
9,12,7,8,3,1,0,5.750636132315521,55,3
9,13,6,6,3,1,1,5.414322250639386,18,3
9,14,8,2,1,1,1,6.0648379052369075,71,4
9,15,7,7,6,1,1,6.839793281653747,27,4
9,16,8,8,8,1,1,7.175257731958763,53,5
9,17,6,6,7,1,0,6.01025641025641,43,3.5
9,18,2,2,7,1,1,5.63681592039801,76,3
9,19,4,6,3,1,1,5.959493670886076,4,3
9,20,4,5,6,1,0,5.238341968911917,2,2
9,21,7,7,7,1,1,6.369509043927649,22,4
9,22,4,8,4,1,1,6.017456359102244,31,3
9,23,8,8,8,1,1,6.5240506329113925,44,4
9,24,2,2,2,1,1,4.860759493670886,45,2
9,25,8,6,8,1,1,5.280612244897959,70,2.5
9,26,7,6,8,1,1,6.043701799485861,48,4
9,27,6,7,8,1,1,7.17005076142132,35,4
9,28,8,5,8,1,1,5.351706036745407,63,3
9,29,8,8,5,1,1,5.394805194805195,67,3
9,30,7,8,7,1,1,6.9104859335038364,8,4
9,31,8,8,NA,1,1,5.529262086513995,10,3
9,32,8,6,6,1,0,5.077720207253886,72,2
9,33,8,8,7,1,1,5.297709923664122,65,3
9,34,8,8,7,1,0,6.1914357682619645,19,4
9,35,8,8,8,1,0,7.037878787878788,54,5
9,36,7,7,6,1,1,6.111392405063291,49,4
9,37,6,6,5,1,1,7.017721518987342,14,4
9,38,8,5,8,1,0,6.596899224806202,73,4
9,39,7,2,7,1,1,5.3915211970074814,6,3
9,40,7,8,7,1,0,6.370646766169155,56,4
9,41,7,7,6,1,1,7.012626262626263,64,4
9,42,5,8,NA,1,0,5.948586118251928,13,3
9,43,6,7,7,1,1,6.329177057356609,36,4
9,44,4,4,4,1,1,5.493573264781491,3,3
9,45,4,5,8,1,1,5.6640625,47,3
9,46,7,6,6,1,1,5.666666666666667,29,3
9,47,6,7,7,1,1,6.083756345177665,79,4
9,48,7,8,5,1,0,6.892768079800499,1,4
9,49,7,7,3,1,1,4.992307692307692,68,2
9,50,5,6,5,1,1,5.976744186046512,7,3
9,51,5,8,6,1,1,6.987146529562982,38,4
9,52,3,3,5,1,1,5.720698254364089,46,3
9,53,5,6,8,1,0,6.83080808080808,15,4
9,54,5,6,8,1,1,5.147286821705427,57,2
9,55,7,8,3,1,1,7.159898477157361,40,4
9,56,8,8,7,1,0,5.55440414507772,12,3
9,57,7,7,7,1,1,5.129675810473816,26,3
9,58,5,4,2,1,1,5.723076923076923,58,3
9,59,5,3,7,1,1,6.401496259351621,41,4
9,60,7,8,2,2,1,5.723076923076923,58,3
9,61,7,8,2,2,0,4.860759493670886,45,2
9,62,5,4,6,2,1,5.666666666666667,29,3
9,63,7,6,5,2,1,5.394805194805195,67,3
9,64,5,3,5,2,1,4.245,66,1
9,65,6,8,7,2,0,6.9104859335038364,8,4
9,66,6,7,7,2,0,6.916243654822335,24,4
9,67,6,8,6,2,1,6.111392405063291,49,4
9,68,6,7,8,2,1,6.776623376623377,32,4
9,69,7,6,8,2,1,7.037878787878788,54,5
9,70,7,7,3,2,1,4.992307692307692,68,2
9,71,5,4,7,2,1,5.55440414507772,12,3
9,72,6,1,3,2,1,5.414322250639386,18,3
9,73,6,3,7,2,1,5.3915211970074814,6,3
9,74,4,8,7,2,1,6.083756345177665,79,4
9,75,6,8,4,2,0,5.493573264781491,3,3
9,76,6,8,8,2,1,7.17005076142132,35,4
9,77,7,8,8,2,0,6.596899224806202,73,4
9,78,7,8,6,2,0,7.012626262626263,64,4
9,79,5,4,7,2,1,6.329177057356609,36,4
9,80,3,7,6,2,1,5.077720207253886,72,2
9,81,7,8,8,2,1,6.83080808080808,15,4
9,82,7,7,7,2,0,6.01025641025641,43,3.5
9,83,7,7,7,2,1,6.183937823834197,77,4
9,84,4,8,8,2,1,6.451776649746193,5,4
9,85,8,8,8,2,1,6.5240506329113925,44,4
9,86,7,8,3,2,1,7.159898477157361,40,4
9,87,6,3,NA,2,1,5.529262086513995,10,3
9,88,7,7,5,2,1,6.892768079800499,1,4
9,89,8,8,7,2,1,6.370646766169155,56,4
9,90,6,5,NA,2,1,5.948586118251928,13,3
9,91,5,6,4,2,1,6.017456359102244,31,3
9,92,6,8,8,2,1,6.043701799485861,48,4
9,93,7,3,7,2,0,5.63681592039801,76,3
9,94,5,3,8,2,1,5.147286821705427,57,2
9,95,6,7,5,2,1,7.017721518987342,14,4
9,96,8,7,5,2,1,6.5575,16,4
9,97,7,7,3,2,0,5.959493670886076,4,3
9,98,6,5,6,2,0,5.238341968911917,2,2
9,99,6,4,7,2,1,6.369509043927649,22,4
9,100,8,8,8,2,1,7.175257731958763,53,5
9,101,8,6,8,2,0,6.554430379746836,50,4
9,102,4,6,7,2,1,5.297709923664122,65,3
9,103,7,6,6,2,1,6.839793281653747,27,4
9,104,7,5,2,2,1,5.285347043701799,23,3
9,105,7,6,6,2,1,6.987146529562982,38,4
9,106,6,7,3,2,1,5.750636132315521,55,3
9,107,4,7,8,2,1,5.6640625,47,3
9,108,4,1,7,2,1,5.129675810473816,26,3
9,109,3,6,6,2,1,5.639896373056994,42,3
9,110,7,8,8,2,1,5.351706036745407,63,3
9,111,5,4,8,2,1,5.280612244897959,70,2.5
9,112,8,8,7,2,1,6.401496259351621,41,4
9,113,4,3,8,2,1,5.539240506329114,20,3
9,114,7,8,1,2,1,6.0648379052369075,71,4
9,115,4,6,7,2,1,6.1914357682619645,19,4
9,116,5,3,6,2,1,5.235443037974684,30,3
9,117,5,8,5,2,1,5.720698254364089,46,3
9,118,6,6,5,2,1,5.976744186046512,7,3
9,119,8,8,8,2,1,6.0997506234413965,51,4
9,120,3,7,3,3,1,5.750636132315521,55,3
9,121,6,5,7,3,1,5.129675810473816,26,3
9,122,4,6,5,3,1,4.245,66,1
9,123,5,6,7,3,1,5.63681592039801,76,3
9,124,3,7,8,3,1,7.037878787878788,54,5
9,125,4,5,7,3,0,5.3915211970074814,6,3
9,126,6,7,7,3,1,6.916243654822335,24,4
9,127,7,4,3,3,1,5.959493670886076,4,3
9,128,6,5,NA,3,1,5.948586118251928,13,3
9,129,7,6,8,3,0,6.596899224806202,73,4
9,130,7,6,7,3,1,6.370646766169155,56,4
9,131,5,7,8,3,1,6.043701799485861,48,4
9,132,6,7,6,3,1,7.012626262626263,64,4
9,133,7,8,8,3,0,6.554430379746836,50,4
9,134,6,7,7,3,0,6.401496259351621,41,4
9,135,5,8,6,3,1,6.839793281653747,27,4
9,136,6,7,7,3,1,6.9104859335038364,8,4
9,137,6,4,7,3,1,6.1914357682619645,19,4
9,138,6,2,6,3,1,5.077720207253886,72,2
9,139,5,6,6,3,0,6.111392405063291,49,4
9,140,4,3,NA,3,0,5.529262086513995,10,3
9,141,4,6,7,3,0,6.183937823834197,77,4
9,142,5,4,8,3,1,5.6640625,47,3
9,143,5,7,7,3,1,6.329177057356609,36,4
9,144,6,4,8,3,1,5.351706036745407,63,3
9,145,7,7,1,3,0,6.0648379052369075,71,4
9,146,8,8,8,3,1,7.175257731958763,53,5
9,147,4,8,3,3,1,5.414322250639386,18,3
9,148,3,6,6,3,1,5.666666666666667,29,3
9,149,7,6,8,3,1,6.5240506329113925,44,4
9,150,5,2,8,3,1,5.539240506329114,20,3
9,151,4,5,6,3,1,5.235443037974684,30,3
9,152,5,5,7,3,1,5.55440414507772,12,3
9,153,3,6,4,3,1,5.493573264781491,3,3
9,154,6,7,8,3,1,6.451776649746193,5,4
9,155,6,2,7,3,1,5.297709923664122,65,3
9,156,7,6,5,3,1,6.5575,16,4
9,157,6,5,5,3,1,5.394805194805195,67,3
9,158,3,6,5,3,1,5.720698254364089,46,3
9,159,5,7,8,3,1,6.776623376623377,32,4
9,160,7,6,8,3,1,6.83080808080808,15,4
9,161,5,1,6,3,1,5.238341968911917,2,2
9,162,4,7,5,3,1,7.017721518987342,14,4
9,163,6,7,3,3,0,7.159898477157361,40,4
9,164,3,5,6,3,1,5.639896373056994,42,3
9,165,5,7,6,3,1,6.987146529562982,38,4
9,166,6,5,4,3,1,6.017456359102244,31,3
9,167,7,8,7,3,1,6.369509043927649,22,4
9,168,6,5,7,3,1,6.083756345177665,79,4
9,169,5,7,5,3,0,6.892768079800499,1,4
9,170,6,6,5,3,0,5.976744186046512,7,3
9,171,4,7,3,3,1,4.992307692307692,68,2
9,172,7,7,8,3,1,7.17005076142132,35,4
9,173,4,7,7,3,0,6.01025641025641,43,3.5
9,174,3,5,8,3,1,5.147286821705427,57,2
9,175,4,6,2,3,1,5.285347043701799,23,3
9,176,6,7,2,3,0,4.860759493670886,45,2
9,177,7,7,8,3,1,5.280612244897959,70,2.5
9,178,5,7,8,3,1,6.0997506234413965,51,4
9,179,5,6,2,3,1,5.723076923076923,58,3
9,180,7,5,4,4,1,6.017456359102244,31,3
9,181,7,5,7,4,1,6.329177057356609,36,4
9,182,7,4,6,4,1,6.111392405063291,49,4
9,183,6,6,8,4,1,7.175257731958763,53,5
9,184,4,6,3,4,1,5.959493670886076,4,3
9,185,7,5,8,4,1,6.83080808080808,15,4
9,186,5,4,5,4,1,5.976744186046512,7,3
9,187,6,5,7,4,1,6.01025641025641,43,3.5
9,188,4,7,8,4,1,5.147286821705427,57,2
9,189,2,5,2,4,1,4.860759493670886,45,2
9,190,6,2,8,4,1,5.6640625,47,3
9,191,6,5,7,4,1,6.369509043927649,22,4
9,192,3,2,8,4,1,5.280612244897959,70,2.5
9,193,2,5,8,4,1,6.554430379746836,50,4
9,194,5,3,8,4,1,5.539240506329114,20,3
9,195,6,5,7,4,1,6.916243654822335,24,4
9,196,5,6,3,4,1,5.750636132315521,55,3
9,197,5,4,8,4,1,6.776623376623377,32,4
9,198,5,4,4,4,1,5.493573264781491,3,3
9,199,6,6,8,4,1,7.17005076142132,35,4
9,200,5,3,7,4,1,5.297709923664122,65,3
9,201,5,5,7,4,0,6.370646766169155,56,4
9,202,2,5,5,4,1,5.720698254364089,46,3
9,203,6,3,6,4,1,5.666666666666667,29,3
9,204,4,6,7,4,1,6.9104859335038364,8,4
9,205,6,4,6,4,1,5.235443037974684,30,3
9,206,5,5,3,4,0,5.414322250639386,18,3
9,207,5,4,7,4,1,6.1914357682619645,19,4
9,208,6,4,8,4,1,6.451776649746193,5,4
9,209,4,4,7,4,1,5.3915211970074814,6,3
9,210,5,7,8,4,1,5.351706036745407,63,3
9,211,7,6,8,4,1,6.5240506329113925,44,4
9,212,4,3,3,4,1,4.992307692307692,68,2
9,213,5,5,5,4,1,7.017721518987342,14,4
9,214,5,4,8,4,1,6.043701799485861,48,4
9,215,6,3,7,4,1,6.083756345177665,79,4
9,216,7,5,6,4,1,6.839793281653747,27,4
9,217,5,5,5,4,1,6.5575,16,4
9,218,3,3,7,4,1,5.55440414507772,12,3
9,219,4,4,NA,4,0,5.948586118251928,13,3
9,220,5,3,6,4,1,5.639896373056994,42,3
9,221,3,6,5,4,1,4.245,66,1
9,222,4,5,6,4,0,7.012626262626263,64,4
9,223,6,5,5,4,1,6.892768079800499,1,4
9,224,4,3,7,4,1,6.183937823834197,77,4
9,225,4,5,8,4,1,7.037878787878788,54,5
9,226,5,4,2,4,1,5.285347043701799,23,3
9,227,3,2,NA,4,1,5.529262086513995,10,3
9,228,5,4,8,4,1,6.596899224806202,73,4
9,229,4,3,6,4,1,5.077720207253886,72,2
9,230,6,7,1,4,1,6.0648379052369075,71,4
9,231,3,3,7,4,1,5.129675810473816,26,3
9,232,7,7,2,4,1,5.723076923076923,58,3
9,233,5,7,6,4,1,6.987146529562982,38,4
9,234,5,6,5,4,0,5.394805194805195,67,3
9,235,5,6,6,4,1,5.238341968911917,2,2
9,236,2,4,7,4,1,5.63681592039801,76,3
9,237,8,7,8,4,1,6.0997506234413965,51,4
9,238,6,6,3,4,0,7.159898477157361,40,4
9,239,7,7,7,4,0,6.401496259351621,41,4
10,1,7,2,6,1,1,5.3915211970074814,6,3
10,2,5,2,7,1,1,5.285347043701799,23,3
10,3,7,6,8,1,0,6.5575,16,4
10,4,1,5,4,1,0,5.238341968911917,2,2
10,5,6,6,5,1,1,6.043701799485861,48,4
10,6,6,8,8,1,0,5.235443037974684,30,3
10,7,6,7,8,1,0,6.329177057356609,36,4
10,8,8,7,4,1,1,6.083756345177665,79,4
10,9,3,2,3,1,0,4.860759493670886,45,2
10,10,8,6,8,1,1,5.539240506329114,20,3
10,11,8,8,5,1,1,6.370646766169155,56,4
10,12,3,3,8,1,1,6.451776649746193,5,4
10,13,8,8,6,1,0,6.554430379746836,50,4
10,14,7,5,NA,1,1,5.351706036745407,63,3
10,15,8,6,8,1,1,7.017721518987342,14,4
10,16,8,7,6,1,1,6.111392405063291,49,4
10,17,7,6,3,1,0,5.147286821705427,57,2
10,18,5,6,8,1,1,6.83080808080808,15,4
10,19,4,6,8,1,1,5.976744186046512,7,3
10,20,6,6,7,1,1,5.666666666666667,29,3
10,21,8,2,6,1,1,6.0648379052369075,71,4
10,22,8,8,8,1,1,6.5240506329113925,44,4
10,23,8,7,8,1,1,7.012626262626263,64,4
10,24,5,4,NA,1,1,5.493573264781491,3,3
10,25,7,8,8,1,1,6.776623376623377,32,4
10,26,7,7,6,1,1,7.17005076142132,35,4
10,27,7,8,6,1,1,5.639896373056994,42,3
10,28,7,8,8,1,0,6.183937823834197,77,4
10,29,3,4,6,1,1,5.723076923076923,58,3
10,30,8,8,5,1,1,5.55440414507772,12,3
10,31,7,6,NA,1,0,6.01025641025641,43,3.5
10,32,7,3,6,1,0,5.720698254364089,46,3
10,33,7,7,7,1,1,5.129675810473816,26,3
10,34,6,8,8,1,1,5.529262086513995,10,3
10,35,8,8,8,1,1,7.175257731958763,53,5
10,36,7,7,8,1,1,6.369509043927649,22,4
10,37,6,8,8,1,1,5.948586118251928,13,3
10,38,4,6,4,1,1,5.414322250639386,18,3
10,39,7,3,6,1,1,6.401496259351621,41,4
10,40,8,8,8,1,0,6.9104859335038364,8,4
10,41,6,8,7,1,1,6.892768079800499,1,4
10,42,2,2,5,1,1,6.0997506234413965,51,4
10,43,3,3,5,1,0,4.245,66,1
10,44,8,8,5,1,0,7.159898477157361,40,4
10,45,7,8,6,1,0,6.916243654822335,24,4
10,46,6,2,8,1,1,5.63681592039801,76,3
10,47,8,8,6,1,1,6.017456359102244,31,3
10,48,8,5,7,1,1,6.596899224806202,73,4
10,49,8,7,5,1,1,6.839793281653747,27,4
10,50,3,7,6,1,0,4.992307692307692,68,2
10,51,8,6,7,1,0,5.077720207253886,72,2
10,52,4,6,6,1,1,5.280612244897959,70,2.5
10,53,8,8,8,1,0,6.1914357682619645,19,4
10,54,7,8,8,1,0,5.297709923664122,65,3
10,55,3,5,3,1,1,5.6640625,47,3
10,56,8,8,8,1,1,7.037878787878788,54,5
10,57,6,8,7,1,1,5.394805194805195,67,3
10,58,5,8,4,1,1,5.750636132315521,55,3
10,59,5,8,8,1,1,6.987146529562982,38,4
10,60,7,6,8,1,1,5.959493670886076,4,3
10,61,4,5,8,3,1,5.235443037974684,30,3
10,62,4,4,8,3,1,5.959493670886076,4,3
10,63,2,3,8,3,1,5.529262086513995,10,3
10,64,8,7,6,3,1,6.916243654822335,24,4
10,65,3,2,8,3,1,5.297709923664122,65,3
10,66,3,7,8,3,0,7.037878787878788,54,5
10,67,8,7,6,3,1,7.17005076142132,35,4
10,68,6,5,3,3,1,5.147286821705427,57,2
10,69,8,7,8,3,1,6.9104859335038364,8,4
10,70,5,6,6,3,0,5.720698254364089,46,3
10,71,8,6,7,3,0,6.596899224806202,73,4
10,72,7,7,8,3,1,6.776623376623377,32,4
10,73,7,6,8,3,0,6.5240506329113925,44,4
10,74,8,7,8,3,1,7.017721518987342,14,4
10,75,2,7,6,3,1,4.992307692307692,68,2
10,76,6,8,6,3,1,6.554430379746836,50,4
10,77,3,6,5,3,0,4.245,66,1
10,78,8,6,5,3,1,6.370646766169155,56,4
10,79,4,6,8,3,1,6.83080808080808,15,4
10,80,6,1,4,3,1,5.238341968911917,2,2
10,81,8,6,6,3,1,6.111392405063291,49,4
10,82,4,7,8,3,1,6.329177057356609,36,4
10,83,2,6,7,3,1,5.285347043701799,23,3
10,84,7,7,6,3,0,6.0648379052369075,71,4
10,85,5,6,7,3,1,5.666666666666667,29,3
10,86,7,7,3,3,1,4.860759493670886,45,2
10,87,8,5,8,3,1,5.948586118251928,13,3
10,88,8,4,3,3,0,5.6640625,47,3
10,89,6,5,7,3,1,5.129675810473816,26,3
10,90,6,6,8,3,1,5.976744186046512,7,3
10,91,6,7,5,3,1,6.0997506234413965,51,4
10,92,7,7,5,3,1,6.043701799485861,48,4
10,93,6,2,8,3,1,5.539240506329114,20,3
10,94,4,2,7,3,0,5.077720207253886,72,2
10,95,4,4,8,3,1,6.1914357682619645,19,4
10,96,3,5,6,3,0,6.017456359102244,31,3
10,97,3,5,6,3,0,5.3915211970074814,6,3
10,98,8,7,8,3,1,7.012626262626263,64,4
10,99,6,7,6,3,0,6.401496259351621,41,4
10,100,6,8,4,3,1,5.414322250639386,18,3
10,101,7,6,6,3,1,5.723076923076923,58,3
10,102,6,5,6,3,1,5.639896373056994,42,3
10,103,8,7,7,3,1,6.892768079800499,1,4
10,104,2,5,5,3,1,5.55440414507772,12,3
10,105,5,6,8,3,1,6.5575,16,4
10,106,1,5,4,3,0,6.083756345177665,79,4
10,107,8,6,8,3,1,5.63681592039801,76,3
10,108,6,6,NA,3,1,5.493573264781491,3,3
10,109,6,6,8,3,1,6.183937823834197,77,4
10,110,5,7,6,3,1,5.280612244897959,70,2.5
10,111,4,4,NA,3,1,5.351706036745407,63,3
10,112,7,8,8,3,1,7.175257731958763,53,5
10,113,6,7,4,3,1,5.750636132315521,55,3
10,114,4,8,5,3,1,6.839793281653747,27,4
10,115,7,7,5,3,1,7.159898477157361,40,4
10,116,6,5,7,3,1,5.394805194805195,67,3
10,117,8,8,8,3,0,6.369509043927649,22,4
10,118,7,7,NA,3,1,6.01025641025641,43,3.5
10,119,2,7,8,3,0,6.451776649746193,5,4
10,120,7,7,8,3,1,6.987146529562982,38,4
10,121,7,2,6,4,1,5.280612244897959,70,2.5
10,122,8,4,7,4,1,6.596899224806202,73,4
10,123,3,5,6,4,0,5.720698254364089,46,3
10,124,2,7,5,4,0,6.0997506234413965,51,4
10,125,3,4,8,4,0,5.948586118251928,13,3
10,126,2,6,7,4,1,5.394805194805195,67,3
10,127,8,3,7,4,1,5.077720207253886,72,2
10,128,3,3,6,4,0,4.992307692307692,68,2
10,129,4,7,8,4,1,6.987146529562982,38,4
10,130,7,4,8,4,0,5.235443037974684,30,3
10,131,3,4,8,4,1,5.976744186046512,7,3
10,132,3,7,6,4,0,5.723076923076923,58,3
10,133,2,5,NA,4,1,6.01025641025641,43,3.5
10,134,6,3,5,4,0,5.55440414507772,12,3
10,135,8,4,8,4,0,6.451776649746193,5,4
10,136,3,3,8,4,1,5.539240506329114,20,3
10,137,8,4,6,4,0,6.111392405063291,49,4
10,138,4,6,4,4,1,5.238341968911917,2,2
10,139,3,3,7,4,1,5.666666666666667,29,3
