participant,trial,expectation,feedback,reference,profile,reset,mean_population,item_number,factor_number
16,226,7,5,4,4,1,5.720698254364089,46,3
16,227,5,2,7,4,1,5.529262086513995,10,3
16,228,1,4,1,4,1,5.285347043701799,23,3
16,229,5,5,5,4,1,5.414322250639386,18,3
16,230,4,5,5,4,1,6.5575,16,4
16,231,8,6,8,4,1,5.394805194805195,67,3
16,232,5,3,6,4,1,5.55440414507772,12,3
16,233,5,3,5,4,1,5.666666666666667,29,3
16,234,8,5,8,4,1,7.012626262626263,64,4
16,235,8,6,7,4,0,4.245,66,1
16,236,8,7,7,4,1,5.723076923076923,58,3
16,237,5,5,6,4,0,6.892768079800499,1,4
16,238,8,4,4,4,1,5.235443037974684,30,3
17,1,4,8,6,1,1,6.916243654822335,24,4
17,2,7,8,8,1,0,6.554430379746836,50,4
17,3,7,8,4,1,1,5.529262086513995,10,3
17,4,8,7,8,1,1,7.17005076142132,35,4
17,5,5,6,7,1,1,5.976744186046512,7,3
17,6,8,7,8,1,0,6.083756345177665,79,4
17,7,8,7,8,1,1,7.012626262626263,64,4
17,8,6,3,7,1,0,6.451776649746193,5,4
17,9,8,8,8,1,1,6.370646766169155,56,4
17,10,8,7,7,1,1,6.111392405063291,49,4
17,11,6,5,6,1,1,5.238341968911917,2,2
17,12,8,5,6,1,1,5.6640625,47,3
17,13,8,5,7,1,1,5.351706036745407,63,3
17,14,8,8,8,1,1,6.5240506329113925,44,4
17,15,6,2,7,1,1,6.0648379052369075,71,4
17,16,8,6,6,1,1,6.043701799485861,48,4
17,17,3,8,7,1,0,5.394805194805195,67,3
17,18,7,8,5,1,1,6.1914357682619645,19,4
17,19,5,3,2,1,1,4.245,66,1
17,20,8,8,3,1,0,5.55440414507772,12,3
17,21,3,4,7,1,1,5.723076923076923,58,3
17,22,8,8,5,1,1,6.776623376623377,32,4
17,23,7,7,2,1,1,4.992307692307692,68,2
17,24,7,8,6,1,1,6.892768079800499,1,4
17,25,7,6,1,1,1,5.077720207253886,72,2
17,26,8,8,8,1,1,7.175257731958763,53,5
17,27,3,8,7,1,1,5.750636132315521,55,3
17,28,7,2,6,1,1,5.63681592039801,76,3
17,29,7,8,8,1,1,6.183937823834197,77,4
17,30,5,6,8,1,1,5.280612244897959,70,2.5
17,31,4,2,8,1,1,6.0997506234413965,51,4
17,32,7,5,7,1,0,6.596899224806202,73,4
17,33,4,6,7,1,0,6.83080808080808,15,4
17,34,6,7,6,1,1,6.329177057356609,36,4
17,35,7,6,8,1,1,7.017721518987342,14,4
17,36,1,2,3,1,1,4.860759493670886,45,2
17,37,4,8,7,1,1,6.987146529562982,38,4
17,38,6,3,7,1,1,5.720698254364089,46,3
17,39,8,8,5,1,1,5.639896373056994,42,3
17,40,4,4,5,1,1,5.493573264781491,3,3
17,41,6,8,7,1,1,6.9104859335038364,8,4
17,42,6,8,3,1,0,5.948586118251928,13,3
17,43,6,8,8,1,0,7.159898477157361,40,4
17,44,4,6,5,1,1,5.959493670886076,4,3
17,45,7,6,3,1,1,5.147286821705427,57,2
17,46,8,8,8,1,1,7.037878787878788,54,5
17,47,6,7,7,1,1,6.839793281653747,27,4
17,48,7,8,5,1,1,5.235443037974684,30,3
17,49,7,7,2,1,1,5.129675810473816,26,3
17,50,7,8,6,1,0,6.017456359102244,31,3
17,51,8,6,5,1,1,5.539240506329114,20,3
17,52,3,2,7,1,1,5.285347043701799,23,3
17,53,7,2,5,1,1,5.3915211970074814,6,3
17,54,7,6,4,1,1,5.666666666666667,29,3
17,55,8,7,4,1,1,6.369509043927649,22,4
17,56,5,6,8,1,1,6.5575,16,4
17,57,5,6,8,1,1,5.414322250639386,18,3
17,58,7,6,8,1,1,6.01025641025641,43,3.5
17,59,8,8,5,1,1,5.297709923664122,65,3
17,60,8,3,7,1,1,6.401496259351621,41,4
17,61,4,7,6,2,0,6.916243654822335,24,4
17,62,7,7,7,2,1,5.750636132315521,55,3
17,63,7,7,5,2,0,5.959493670886076,4,3
17,64,5,4,4,2,1,6.369509043927649,22,4
17,65,5,1,8,2,0,5.414322250639386,18,3
17,66,7,6,6,2,1,6.017456359102244,31,3
17,67,7,6,7,2,1,6.839793281653747,27,4
17,68,7,6,7,2,1,5.394805194805195,67,3
17,69,7,8,3,2,1,4.860759493670886,45,2
17,70,6,6,7,2,0,5.976744186046512,7,3
17,71,8,8,7,2,1,6.401496259351621,41,4
17,72,8,8,7,2,1,5.723076923076923,58,3
17,73,4,3,5,2,1,5.235443037974684,30,3
17,74,7,8,7,2,1,6.596899224806202,73,4
17,75,7,7,1,2,1,5.077720207253886,72,2
17,76,5,4,4,2,0,5.666666666666667,29,3
17,77,6,3,5,2,0,5.539240506329114,20,3
17,78,8,8,8,2,1,6.0997506234413965,51,4
17,79,7,7,5,2,1,6.776623376623377,32,4
17,80,4,3,5,2,1,5.3915211970074814,6,3
17,81,7,5,6,2,1,5.238341968911917,2,2
17,82,7,3,3,2,1,5.147286821705427,57,2
17,83,6,7,6,2,1,6.892768079800499,1,4
17,84,6,8,5,2,0,5.493573264781491,3,3
17,85,7,7,6,2,1,5.6640625,47,3
17,86,8,8,7,2,1,6.0648379052369075,71,4
17,87,5,5,3,2,1,5.948586118251928,13,3
17,88,3,3,4,2,1,5.529262086513995,10,3
17,89,8,8,8,2,1,6.370646766169155,56,4
17,90,3,3,2,2,1,4.245,66,1
17,91,5,1,2,2,1,5.129675810473816,26,3
17,92,7,7,2,2,1,4.992307692307692,68,2
17,93,5,8,6,2,1,6.043701799485861,48,4
17,94,7,6,5,2,1,5.639896373056994,42,3
17,95,7,7,8,2,1,6.5575,16,4
17,96,5,8,8,2,1,6.5240506329113925,44,4
17,97,8,8,8,2,1,7.175257731958763,53,5
17,98,7,8,7,2,0,6.83080808080808,15,4
17,99,8,7,8,2,0,6.01025641025641,43,3.5
17,100,5,8,7,2,0,6.451776649746193,5,4
17,101,7,8,7,2,0,5.720698254364089,46,3
17,102,8,6,5,2,1,5.297709923664122,65,3
17,103,7,6,7,2,1,6.987146529562982,38,4
17,104,7,8,7,2,1,6.9104859335038364,8,4
17,105,8,7,8,2,1,6.183937823834197,77,4
17,106,8,8,8,2,1,7.012626262626263,64,4
17,107,6,8,7,2,1,5.351706036745407,63,3
17,108,8,8,8,2,1,7.159898477157361,40,4
17,109,7,3,6,2,1,5.63681592039801,76,3
17,110,3,4,3,2,1,5.55440414507772,12,3
17,111,6,6,5,2,1,6.1914357682619645,19,4
17,112,8,8,8,2,1,7.17005076142132,35,4
17,113,7,5,7,2,1,5.285347043701799,23,3
17,114,8,7,8,2,1,7.017721518987342,14,4
17,115,8,4,8,2,1,5.280612244897959,70,2.5
17,116,7,8,7,2,1,6.111392405063291,49,4
17,117,6,8,8,2,1,6.083756345177665,79,4
17,118,8,6,8,2,1,6.554430379746836,50,4
17,119,4,4,6,2,1,6.329177057356609,36,4
17,120,8,3,4,3,1,5.529262086513995,10,3
17,121,8,7,8,3,1,6.01025641025641,43,3.5
17,122,8,7,8,3,0,7.012626262626263,64,4
17,123,3,6,7,3,1,5.285347043701799,23,3
17,124,8,8,8,3,1,6.554430379746836,50,4
17,125,6,1,6,3,1,5.238341968911917,2,2
17,126,7,6,7,3,1,5.720698254364089,46,3
17,127,2,7,7,3,1,5.750636132315521,55,3
17,128,8,2,1,3,1,5.077720207253886,72,2
17,129,6,6,7,3,1,6.596899224806202,73,4
17,130,8,8,8,3,0,7.175257731958763,53,5
17,131,1,8,8,3,1,5.414322250639386,18,3
17,132,5,2,5,3,1,5.539240506329114,20,3
17,133,2,4,5,3,1,6.1914357682619645,19,4
17,134,7,7,6,3,1,6.916243654822335,24,4
17,135,4,2,5,3,1,5.297709923664122,65,3
17,136,1,8,7,3,1,6.839793281653747,27,4
17,137,3,8,4,3,1,6.369509043927649,22,4
17,138,5,6,8,3,1,6.5575,16,4
17,139,8,7,7,3,1,6.9104859335038364,8,4
17,140,2,5,5,3,1,5.3915211970074814,6,3
17,141,7,4,7,3,1,5.351706036745407,63,3
17,142,6,7,8,3,1,7.17005076142132,35,4
17,143,3,5,3,3,0,5.55440414507772,12,3
17,144,4,5,7,3,1,5.394805194805195,67,3
17,145,7,5,5,3,1,5.639896373056994,42,3
17,146,4,6,4,3,0,5.666666666666667,29,3
17,147,7,4,6,3,1,5.6640625,47,3
17,148,8,7,8,3,0,7.017721518987342,14,4
17,149,6,7,8,3,0,7.159898477157361,40,4
17,150,6,7,8,3,1,5.280612244897959,70,2.5
17,151,4,6,7,3,1,5.976744186046512,7,3
17,152,7,7,8,3,1,6.0997506234413965,51,4
17,153,6,6,8,3,1,6.5240506329113925,44,4
17,154,6,6,5,3,1,5.493573264781491,3,3
17,155,7,6,7,3,0,5.723076923076923,58,3
17,156,3,5,3,3,1,5.948586118251928,13,3
17,157,4,7,7,3,1,6.987146529562982,38,4
17,158,7,5,8,3,1,6.083756345177665,79,4
17,159,4,6,2,3,1,4.245,66,1
17,160,7,7,5,3,1,6.776623376623377,32,4
17,161,2,5,2,3,1,5.129675810473816,26,3
17,162,6,6,6,3,1,5.63681592039801,76,3
17,163,8,6,8,3,1,6.370646766169155,56,4
17,164,6,7,3,3,1,4.860759493670886,45,2
17,165,5,7,6,3,1,6.043701799485861,48,4
17,166,3,5,6,3,1,6.017456359102244,31,3
17,167,5,6,7,3,1,6.111392405063291,49,4
17,168,7,7,7,3,1,6.401496259351621,41,4
17,169,5,5,3,3,1,5.147286821705427,57,2
17,170,7,7,8,3,1,7.037878787878788,54,5
17,171,6,7,7,3,1,6.451776649746193,5,4
17,172,2,7,2,3,1,4.992307692307692,68,2
17,173,3,7,6,3,1,6.329177057356609,36,4
17,174,4,4,5,3,1,5.959493670886076,4,3
17,175,7,6,8,3,1,6.183937823834197,77,4
17,176,6,7,6,3,1,6.892768079800499,1,4
17,177,7,7,7,3,0,6.0648379052369075,71,4
17,178,2,5,5,3,1,5.235443037974684,30,3
17,179,8,6,7,3,1,6.83080808080808,15,4
17,180,7,5,6,4,0,6.916243654822335,24,4
17,181,8,6,8,4,0,7.175257731958763,53,5
17,182,7,5,4,4,1,6.369509043927649,22,4
17,183,7,4,7,4,1,5.285347043701799,23,3
17,184,7,3,1,4,1,5.077720207253886,72,2
17,185,7,4,5,4,1,6.1914357682619645,19,4
17,186,5,3,4,4,1,5.666666666666667,29,3
17,187,7,5,8,4,1,6.01025641025641,43,3.5
17,188,5,4,7,4,1,5.976744186046512,7,3
17,189,7,2,6,4,1,5.6640625,47,3
17,190,7,4,7,4,1,6.111392405063291,49,4
17,191,2,6,2,4,1,4.245,66,1
17,192,7,5,7,4,1,6.839793281653747,27,4
17,193,6,4,5,4,1,6.776623376623377,32,4
17,194,7,3,8,4,1,6.183937823834197,77,4
17,195,7,5,8,4,1,7.017721518987342,14,4
17,196,2,4,6,4,1,5.63681592039801,76,3
17,197,5,4,6,4,0,6.043701799485861,48,4
17,198,8,3,8,4,1,6.083756345177665,79,4
17,199,3,4,5,4,1,5.3915211970074814,6,3
17,200,6,5,7,4,1,5.720698254364089,46,3
17,201,4,6,5,4,1,5.959493670886076,4,3
17,202,6,4,7,4,1,6.451776649746193,5,4
17,203,5,5,6,4,1,6.017456359102244,31,3
17,204,3,2,8,4,0,5.280612244897959,70,2.5
17,205,5,7,8,4,1,6.0997506234413965,51,4
17,206,3,5,6,4,1,6.892768079800499,1,4
17,207,3,7,3,4,1,5.147286821705427,57,2
17,208,4,4,5,4,1,5.235443037974684,30,3
17,209,4,4,5,4,1,5.493573264781491,3,3
17,210,4,6,8,4,1,7.17005076142132,35,4
17,211,5,3,5,4,1,5.297709923664122,65,3
17,212,4,3,3,4,1,5.55440414507772,12,3
17,213,3,4,7,4,0,6.596899224806202,73,4
17,214,4,6,7,4,1,5.750636132315521,55,3
17,215,5,5,8,4,1,7.037878787878788,54,5
17,216,3,3,2,4,1,4.992307692307692,68,2
17,217,4,5,8,4,1,6.370646766169155,56,4
17,218,4,5,8,4,1,5.414322250639386,18,3
17,219,5,3,2,4,1,5.129675810473816,26,3
17,220,5,5,8,4,1,7.012626262626263,64,4
17,221,6,7,7,4,1,5.351706036745407,63,3
17,222,3,5,6,4,1,6.329177057356609,36,4
17,223,5,6,7,4,1,6.9104859335038364,8,4
17,224,7,7,7,4,1,6.0648379052369075,71,4
17,225,6,7,7,4,1,6.401496259351621,41,4
17,226,4,3,5,4,1,5.539240506329114,20,3
17,227,3,2,4,4,0,5.529262086513995,10,3
17,228,3,7,7,4,1,6.987146529562982,38,4
17,229,7,6,7,4,0,5.394805194805195,67,3
17,230,5,6,6,4,1,5.238341968911917,2,2
17,231,7,3,5,4,1,5.639896373056994,42,3
17,232,5,6,8,4,1,7.159898477157361,40,4
17,233,5,4,3,4,0,5.948586118251928,13,3
17,234,7,5,3,4,1,4.860759493670886,45,2
17,235,7,5,8,4,1,6.554430379746836,50,4
17,236,6,6,8,4,1,6.5240506329113925,44,4
17,237,5,5,8,4,1,6.5575,16,4
17,238,7,7,7,4,0,5.723076923076923,58,3
17,239,6,5,7,4,1,6.83080808080808,15,4
18,1,6,8,8,1,1,7.175257731958763,53,5
18,2,1,5,8,1,0,6.596899224806202,73,4
18,3,8,6,8,1,0,7.017721518987342,14,4
18,4,7,7,8,1,1,6.369509043927649,22,4
18,5,6,6,6,1,1,6.5575,16,4
18,6,8,8,8,1,1,5.55440414507772,12,3
18,7,8,7,8,1,0,7.012626262626263,64,4
18,8,8,8,6,1,1,6.370646766169155,56,4
18,9,8,7,8,1,0,5.129675810473816,26,3
18,10,8,8,8,1,1,6.916243654822335,24,4
18,11,8,2,4,1,0,6.0997506234413965,51,4
18,12,8,8,8,1,1,6.5240506329113925,44,4
18,13,7,5,5,1,1,5.238341968911917,2,2
18,14,7,4,4,1,0,5.493573264781491,3,3
18,15,8,8,8,1,1,6.1914357682619645,19,4
18,16,2,2,6,1,1,5.285347043701799,23,3
18,17,8,7,7,1,0,6.083756345177665,79,4
18,18,8,8,7,1,1,5.529262086513995,10,3
18,19,8,8,8,1,1,5.235443037974684,30,3
18,20,2,4,2,1,1,5.723076923076923,58,3
18,21,6,8,8,1,1,7.159898477157361,40,4
18,22,6,8,8,1,1,5.394805194805195,67,3
18,23,8,8,6,1,1,6.892768079800499,1,4
18,24,7,6,7,1,1,6.83080808080808,15,4
18,25,8,7,8,1,0,7.17005076142132,35,4
18,26,8,8,8,1,1,6.776623376623377,32,4
18,27,8,8,7,1,1,6.183937823834197,77,4
18,28,7,8,6,1,1,5.297709923664122,65,3
18,29,8,5,7,1,1,5.6640625,47,3
18,30,6,3,6,1,0,6.451776649746193,5,4
18,31,6,7,7,1,1,6.111392405063291,49,4
18,32,7,6,8,1,0,5.666666666666667,29,3
18,33,8,3,6,1,1,5.720698254364089,46,3
18,34,2,8,7,1,0,5.948586118251928,13,3
18,35,6,3,3,1,0,4.245,66,1
18,36,8,3,8,1,0,6.401496259351621,41,4
18,37,6,8,5,1,1,6.017456359102244,31,3
18,38,8,6,2,1,1,5.147286821705427,57,2
18,39,6,6,8,1,1,5.414322250639386,18,3
18,40,6,6,6,1,0,6.043701799485861,48,4
18,41,7,8,7,1,1,6.9104859335038364,8,4
18,42,8,6,7,1,0,6.01025641025641,43,3.5
18,43,8,6,2,1,1,5.077720207253886,72,2
18,44,8,2,8,1,1,5.63681592039801,76,3
18,45,2,8,8,1,1,7.037878787878788,54,5
18,46,8,8,1,1,1,5.750636132315521,55,3
18,47,8,6,7,1,1,5.280612244897959,70,2.5
18,48,8,7,8,1,1,6.329177057356609,36,4
18,49,8,8,8,1,1,6.554430379746836,50,4
18,50,1,2,5,1,1,4.860759493670886,45,2
18,51,8,7,8,1,1,6.839793281653747,27,4
18,52,8,5,6,1,1,5.351706036745407,63,3
18,53,6,6,2,1,0,5.959493670886076,4,3
18,54,7,8,6,1,1,6.987146529562982,38,4
18,55,8,2,7,1,1,5.3915211970074814,6,3
18,56,8,2,2,1,1,6.0648379052369075,71,4
18,57,4,6,3,1,0,5.976744186046512,7,3
18,58,8,6,6,1,1,5.539240506329114,20,3
18,59,8,7,5,1,0,4.992307692307692,68,2
18,60,8,8,2,1,0,5.639896373056994,42,3
18,61,4,7,7,2,0,6.183937823834197,77,4
18,62,5,4,8,2,1,6.329177057356609,36,4
18,63,8,6,8,2,1,6.554430379746836,50,4
18,64,4,8,5,2,1,4.860759493670886,45,2
18,65,6,6,5,2,1,6.017456359102244,31,3
18,66,6,8,8,2,1,7.012626262626263,64,4
18,67,7,1,8,2,1,5.414322250639386,18,3
18,68,7,4,8,2,1,5.55440414507772,12,3
18,69,4,8,8,2,0,6.596899224806202,73,4
18,70,7,7,8,2,1,6.776623376623377,32,4
18,71,7,7,8,2,1,6.916243654822335,24,4
18,72,7,7,7,2,0,5.6640625,47,3
18,73,5,8,4,2,1,5.493573264781491,3,3
18,74,8,6,8,2,1,6.839793281653747,27,4
18,75,6,7,1,2,1,5.750636132315521,55,3
18,76,7,6,8,2,1,7.037878787878788,54,5
18,77,7,8,6,2,1,6.043701799485861,48,4
18,78,6,4,8,2,1,5.666666666666667,29,3
18,79,4,8,6,2,1,6.451776649746193,5,4
18,80,3,7,2,2,1,5.077720207253886,72,2
18,81,5,6,6,2,1,5.297709923664122,65,3
18,82,5,8,6,2,1,5.351706036745407,63,3
18,83,6,4,7,2,1,5.280612244897959,70,2.5
18,84,7,5,7,2,1,5.948586118251928,13,3
18,85,8,4,8,2,1,6.369509043927649,22,4
18,86,7,7,8,2,1,7.017721518987342,14,4
18,87,4,8,2,2,1,5.723076923076923,58,3
18,88,4,6,6,2,1,6.987146529562982,38,4
18,89,6,8,8,2,1,6.401496259351621,41,4
18,90,7,8,8,2,0,7.159898477157361,40,4
18,91,5,3,7,2,1,5.3915211970074814,6,3
18,92,5,3,6,2,1,5.539240506329114,20,3
18,93,5,3,8,2,1,5.235443037974684,30,3
18,94,8,8,2,2,1,6.0648379052369075,71,4
18,95,8,8,6,2,1,5.720698254364089,46,3
18,96,6,5,6,2,1,5.285347043701799,23,3
18,97,6,6,8,2,1,6.1914357682619645,19,4
18,98,7,7,2,2,1,5.959493670886076,4,3
18,99,8,7,7,2,1,6.01025641025641,43,3.5
18,100,7,8,7,2,0,6.83080808080808,15,4
18,101,8,6,8,2,1,5.394805194805195,67,3
18,102,8,8,7,2,1,6.111392405063291,49,4
18,103,7,6,3,2,1,5.976744186046512,7,3
18,104,5,7,6,2,0,6.5575,16,4
18,105,3,3,2,2,1,5.147286821705427,57,2
18,106,7,8,8,2,1,7.175257731958763,53,5
18,107,8,8,8,2,1,6.5240506329113925,44,4
18,108,8,8,4,2,1,6.0997506234413965,51,4
18,109,7,8,8,2,0,7.17005076142132,35,4
18,110,5,6,2,2,1,5.639896373056994,42,3
18,111,6,7,5,2,0,4.992307692307692,68,2
18,112,6,8,6,2,1,6.370646766169155,56,4
18,113,8,8,7,2,1,6.9104859335038364,8,4
18,114,8,3,7,2,1,5.529262086513995,10,3
18,115,3,3,3,2,1,4.245,66,1
18,116,7,7,6,2,1,6.892768079800499,1,4
18,117,7,3,8,2,1,5.63681592039801,76,3
18,118,3,1,8,2,1,5.129675810473816,26,3
18,119,8,8,7,2,1,6.083756345177665,79,4
18,120,6,7,8,3,1,7.012626262626263,64,4
18,121,5,4,6,3,1,5.351706036745407,63,3
18,122,8,6,8,3,1,6.5240506329113925,44,4
18,123,7,7,8,3,1,6.916243654822335,24,4
18,124,8,6,6,3,0,5.720698254364089,46,3
18,125,7,7,8,3,0,6.401496259351621,41,4
18,126,7,5,8,3,1,5.235443037974684,30,3
18,127,4,6,6,3,1,6.370646766169155,56,4
18,128,5,7,8,3,1,6.329177057356609,36,4
18,129,5,6,2,3,1,5.723076923076923,58,3
18,130,6,8,8,3,1,6.839793281653747,27,4
18,131,4,6,3,3,1,5.976744186046512,7,3
18,132,7,4,2,3,0,5.959493670886076,4,3
18,133,3,8,8,3,1,5.414322250639386,18,3
18,134,1,6,6,3,1,5.285347043701799,23,3
18,135,8,5,8,3,1,5.129675810473816,26,3
18,136,3,7,7,3,0,5.280612244897959,70,2.5
18,137,6,1,5,3,1,5.238341968911917,2,2
18,138,3,7,6,3,0,6.892768079800499,1,4
18,139,6,5,5,3,1,6.017456359102244,31,3
18,140,7,2,6,3,0,5.297709923664122,65,3
18,141,6,6,8,3,1,6.596899224806202,73,4
18,142,7,2,2,3,1,5.077720207253886,72,2
18,143,8,5,7,3,1,6.083756345177665,79,4
18,144,4,6,8,3,1,5.63681592039801,76,3
18,145,7,2,6,3,1,5.539240506329114,20,3
18,146,2,7,1,3,1,5.750636132315521,55,3
18,147,5,6,7,3,1,6.83080808080808,15,4
18,148,1,6,3,3,0,4.245,66,1
18,149,7,5,7,3,0,5.948586118251928,13,3
18,150,4,7,6,3,1,6.987146529562982,38,4
18,151,7,6,6,3,1,6.5575,16,4
18,152,1,6,7,3,1,6.111392405063291,49,4
18,153,1,7,6,3,1,6.043701799485861,48,4
18,154,1,7,7,3,1,6.01025641025641,43,3.5
18,155,1,7,6,3,0,6.451776649746193,5,4
18,156,3,5,7,3,1,5.3915211970074814,6,3
18,157,7,7,7,3,1,6.9104859335038364,8,4
18,158,1,7,8,3,1,7.037878787878788,54,5
18,159,8,7,8,3,1,6.776623376623377,32,4
18,160,4,6,7,3,1,6.183937823834197,77,4
18,161,6,6,4,3,1,5.493573264781491,3,3
18,162,7,5,8,3,1,5.55440414507772,12,3
18,163,4,4,7,3,0,5.6640625,47,3
18,164,6,4,8,3,1,6.1914357682619645,19,4
18,165,6,8,8,3,1,6.369509043927649,22,4
18,166,8,7,5,3,1,4.860759493670886,45,2
18,167,8,8,8,3,1,6.554430379746836,50,4
18,168,6,7,5,3,1,4.992307692307692,68,2
18,169,7,3,7,3,0,5.529262086513995,10,3
18,170,5,5,8,3,1,5.394805194805195,67,3
18,171,7,5,2,3,1,5.639896373056994,42,3
18,172,4,7,8,3,1,7.17005076142132,35,4
18,173,2,5,2,3,1,5.147286821705427,57,2
18,174,1,7,4,3,1,6.0997506234413965,51,4
18,175,7,8,8,3,0,7.175257731958763,53,5
18,176,7,7,8,3,0,7.017721518987342,14,4
18,177,5,7,2,3,1,6.0648379052369075,71,4
18,178,5,4,3,4,0,5.976744186046512,7,3
18,179,7,4,7,4,1,5.948586118251928,13,3
18,180,7,3,6,4,1,5.297709923664122,65,3
18,181,4,5,8,4,0,7.037878787878788,54,5
18,182,7,5,8,4,1,6.916243654822335,24,4
18,183,5,5,6,4,1,6.892768079800499,1,4
18,184,5,4,4,4,0,5.493573264781491,3,3
18,185,6,6,8,4,1,7.17005076142132,35,4
18,186,5,4,7,4,1,6.111392405063291,49,4
18,187,5,5,8,4,1,7.012626262626263,64,4
18,188,6,6,8,4,0,7.159898477157361,40,4
18,189,6,5,8,4,0,7.017721518987342,14,4
18,190,6,5,7,4,0,6.83080808080808,15,4
18,191,4,4,7,4,1,5.3915211970074814,6,3
18,192,4,4,6,4,1,6.451776649746193,5,4
18,193,5,5,8,4,0,6.554430379746836,50,4
18,194,5,7,2,4,1,6.0648379052369075,71,4
18,195,2,5,8,4,1,5.414322250639386,18,3
18,196,5,3,7,4,1,6.083756345177665,79,4
18,197,4,6,2,4,0,5.959493670886076,4,3
18,198,4,7,6,4,1,6.987146529562982,38,4
18,199,6,6,8,4,0,6.5240506329113925,44,4
18,200,5,4,8,4,0,6.776623376623377,32,4
18,201,5,3,8,4,1,5.129675810473816,26,3
18,202,5,3,2,4,1,5.077720207253886,72,2
18,203,3,5,6,4,1,6.370646766169155,56,4
18,204,5,7,4,4,1,6.0997506234413965,51,4
18,205,4,4,8,4,1,5.63681592039801,76,3
18,206,3,5,5,4,1,4.860759493670886,45,2
18,207,3,6,8,4,1,7.175257731958763,53,5
18,208,4,6,1,4,1,5.750636132315521,55,3
18,209,4,3,6,4,1,5.539240506329114,20,3
18,210,4,5,8,4,0,6.839793281653747,27,4
18,211,5,2,7,4,1,5.6640625,47,3
18,212,3,5,7,4,0,6.01025641025641,43,3.5
18,213,3,7,6,4,1,5.351706036745407,63,3
18,214,3,3,7,4,1,6.183937823834197,77,4
18,215,3,3,5,4,0,4.992307692307692,68,2
18,216,3,6,5,4,1,5.238341968911917,2,2
18,217,2,6,3,4,1,4.245,66,1
18,218,3,5,6,4,0,5.720698254364089,46,3
18,219,4,5,5,4,1,6.017456359102244,31,3
18,220,3,4,8,4,0,6.1914357682619645,19,4
18,221,1,2,7,4,0,5.280612244897959,70,2.5
18,222,2,3,8,4,1,5.55440414507772,12,3
18,223,3,2,7,4,1,5.529262086513995,10,3
18,224,1,4,8,4,1,5.235443037974684,30,3
18,225,5,4,6,4,1,5.285347043701799,23,3
18,226,5,4,6,4,1,6.043701799485861,48,4
18,227,2,3,8,4,1,5.666666666666667,29,3
18,228,5,4,8,4,1,6.596899224806202,73,4
18,229,4,6,7,4,0,6.9104859335038364,8,4
18,230,6,3,2,4,1,5.639896373056994,42,3
18,231,4,7,8,4,1,6.401496259351621,41,4
18,232,3,5,8,4,1,6.369509043927649,22,4
18,233,3,5,6,4,1,6.5575,16,4
18,234,6,7,2,4,0,5.723076923076923,58,3
18,235,2,6,8,4,1,5.394805194805195,67,3
18,236,2,5,8,4,0,6.329177057356609,36,4
18,237,1,7,2,4,1,5.147286821705427,57,2
19,1,5,2,5,1,1,5.63681592039801,76,3
19,2,6,6,4,1,1,5.959493670886076,4,3
19,3,4,7,4,1,1,5.129675810473816,26,3
19,4,3,5,7,1,1,5.238341968911917,2,2
19,5,3,3,5,1,1,6.451776649746193,5,4
19,6,5,8,6,1,1,5.529262086513995,10,3
19,7,5,4,5,1,1,5.723076923076923,58,3
19,8,6,6,2,1,1,6.043701799485861,48,4
19,9,7,6,5,1,0,5.414322250639386,18,3
19,10,3,2,7,1,1,6.0997506234413965,51,4
19,11,7,8,8,1,1,5.297709923664122,65,3
19,12,4,8,7,1,1,6.916243654822335,24,4
19,13,8,7,2,1,1,4.992307692307692,68,2
19,14,4,8,4,1,1,6.892768079800499,1,4
19,15,3,6,7,1,0,5.976744186046512,7,3
19,16,7,7,6,1,1,6.111392405063291,49,4
19,17,5,3,5,1,1,4.245,66,1
19,18,5,6,6,1,1,6.5575,16,4
19,19,6,7,6,1,1,7.012626262626263,64,4
19,20,6,8,5,1,1,5.235443037974684,30,3
19,21,5,8,5,1,1,6.183937823834197,77,4
19,22,7,6,7,1,1,5.280612244897959,70,2.5
19,23,2,8,NA,1,1,5.394805194805195,67,3
19,24,4,8,NA,1,0,6.776623376623377,32,4
19,25,7,8,7,1,1,6.1914357682619645,19,4
19,26,7,6,7,1,1,5.077720207253886,72,2
19,27,8,3,8,1,1,6.401496259351621,41,4
19,28,5,6,7,1,1,5.147286821705427,57,2
19,29,4,2,6,1,1,5.3915211970074814,6,3
19,30,4,3,5,1,1,5.720698254364089,46,3
19,31,6,5,6,1,1,5.351706036745407,63,3
19,32,7,8,6,1,1,6.017456359102244,31,3
19,33,6,6,7,1,1,6.83080808080808,15,4
19,34,3,6,7,1,1,5.539240506329114,20,3
19,35,4,7,5,1,1,6.083756345177665,79,4
19,36,5,8,7,1,1,6.554430379746836,50,4
19,37,7,8,6,1,0,5.55440414507772,12,3
19,38,6,2,7,1,1,4.860759493670886,45,2
19,39,6,6,7,1,1,7.017721518987342,14,4
19,40,2,8,5,1,0,7.175257731958763,53,5
19,41,6,8,6,1,1,5.639896373056994,42,3
19,42,5,7,6,1,1,6.369509043927649,22,4
19,43,3,6,7,1,1,6.01025641025641,43,3.5
19,44,7,2,7,1,1,6.0648379052369075,71,4
19,45,6,5,8,1,1,6.596899224806202,73,4
19,46,6,8,6,1,1,6.987146529562982,38,4
19,47,7,6,6,1,1,5.666666666666667,29,3
